X,Coincidences,Singles1,Singles2
-9.500101,1276,52035,47598
-9.329638,1253,52275,47740
-9.175288,1263,51719,48084
-9.034377,1313,51558,47803
-8.905514,1282,52013,47996
-8.786798,1304,51807,47698
-8.677153,1331,52072,47817
-8.575551,1318,51900,47929
-8.480871,1319,52221,48318
-8.392566,1326,51773,47912
-8.309744,1290,51867,48064
-8.232169,1290,51622,47689
-8.158755,1294,52110,47811
-8.089837,1251,52055,47988
-8.024177,1266,51943,48013
-7.962193,1326,51659,48009
-7.903185,1273,52053,47869
-7.846909,1312,51407,48046
-7.793318,1302,51783,47839
-7.742019,1280,51753,47749
-7.692849,1281,51850,47791
-7.64568,1339,52539,48430
-7.600394,1251,51583,47771
-7.556812,1250,51915,48053
-7.514693,1348,51980,47778
-7.474093,1276,51829,47672
-7.434706,1237,52013,48031
-7.396785,1243,51853,47603
-7.359852,1280,51874,47842
-7.324105,1301,52322,48371
-7.289392,1356,51918,48111
-7.255518,1313,51648,47786
-7.22254,1271,52190,48072
-7.190388,1302,51872,47987
-7.158942,1342,52135,47824
-7.128239,1313,52069,48120
-7.098254,1266,51790,47979
-7.068791,1327,52173,48101
-7.040011,1326,51648,47672
-7.011731,1311,52035,48206
-6.983837,1259,51941,48033
-6.956549,1267,51816,47922
-6.929628,1279,51833,47766
-6.903098,1246,52037,47566
-6.87699,1293,52107,47730
-6.851154,1258,52016,48148
-6.825713,1282,52221,47365
-6.80056,1208,52593,48053
-6.775511,1192,52065,47743
-6.750655,1294,51951,47857
-6.726364,1293,51917,48075
-6.701845,1272,51506,48007
-6.677733,1244,51600,47868
-6.653731,1160,51768,47334
-6.629912,961,51934,47732
-6.606204,836,51540,47778
-6.582496,631,51526,47573
-6.558894,387,50899,47167
-6.535357,242,51220,46891
-6.511788,128,51170,47141
-6.488353,148,51088,47831
-6.464735,245,50966,47701
-6.441196,457,51320,47583
-6.417522,633,51180,47897
-6.393876,839,51348,47321
-6.370145,1055,51568,47693
-6.346261,1179,51880,47911
-6.32215,1231,51451,48343
-6.298191,1250,51635,47710
-6.273786,1335,51927,47801
-6.249356,1292,51735,48290
-6.224532,1218,51790,47684
-6.199474,1266,51946,48129
-6.174378,1226,52142,47986
-6.148922,1238,51968,47955
-6.122967,1275,52361,48038
-6.096853,1276,51700,47588
-6.070323,1329,51707,48238
-6.043534,1266,51586,48283
-6.01609,1224,51884,47795
-5.98829,1272,51663,47602
-5.959987,1179,51881,47593
-5.931179,1330,51885,47773
-5.901655,1247,52310,47762
-5.871717,1299,51753,47865
-5.841019,1286,51535,47811
-5.809643,1226,51675,47527
-5.77745,1216,51286,47766
-5.74453,1303,52239,48226
-5.710716,1224,52127,47696
-5.675926,1256,51736,48028
-5.640145,1289,51810,47855
-5.603266,1260,51466,47742
-5.565123,1289,52065,47913
-5.525866,1273,51489,48084
-5.485319,1273,51667,47842
-5.443175,1292,52137,48284
-5.399593,1345,51838,48209
-5.354276,1278,51927,47579
-5.307124,1338,51967,47895
-5.257999,1307,52176,47771
-5.20674,1238,51819,47542
-5.153052,1313,51958,47972
-5.096885,1377,51563,47628
-5.037862,1235,52062,47863
-4.975707,1301,51836,48118
-4.910273,1219,51454,48095
-4.841083,1219,51721,48045
-4.767915,1277,51585,47635
-4.690252,1284,51880,48022
-4.60743,1332,51748,48156
-4.519161,1245,51711,47807
-4.424436,1277,51897,48010
-4.322837,1261,51601,48462
-4.21327,1285,51329,47645
-4.094509,1284,52271,47551
-3.965546,1288,51707,47982
-3.824674,1279,52136,48189
-3.670326,1293,51915,47635
