X,Coincidences,Singles1,Singles2
-4.868755,167.2,18371.2,16494
-4.86779,175.2,18502.6,16706.6
-4.866728,185.2,18535.6,16776
-4.865756,171.8,18586,16739
-4.864706,180.4,18455.2,16636.2
-4.863727,184.8,18567.4,16703.2
-4.86269,174,18585.2,16659.8
-4.861693,186.2,18554.6,16796
-4.860674,179.8,18521.2,16692.8
-4.859671,182.6,18567.6,16548.6
-4.858671,175.8,18507.6,16747
-4.857606,186.4,18606.4,16699
-4.856641,191.2,18689.2,16701
-4.85558,178.6,18509.2,16732.8
-4.854609,192.2,18514.8,16662.8
-4.853559,191.6,18482.2,16612
-4.852572,189,18385.8,16794.8
-4.85154,183.2,18613.8,16493
-4.850544,191,18519.2,16767.6
-4.849528,179.4,18466.6,16741
-4.848521,164.2,18540.6,16558.4
-4.847529,177.8,18480,16814.6
-4.846457,189.4,18536.4,16744.8
-4.845492,190.8,18557,16735.8
-4.844433,187.6,18494.2,16708.2
-4.843447,183,18502,16730.6
-4.842405,189.6,18551.8,16531.4
-4.841416,179.2,18339,16777.6
-4.840389,186.4,18596.8,16671.2
-4.839387,188.6,18610.6,16595.2
-4.83838,177.4,18468.8,16770.4
-4.837374,189.8,18676.4,16624.2
-4.836383,180.4,18559.6,16685.8
-4.83531,187.4,18606.2,16870
-4.834335,172.8,18701.2,16699
-4.833281,190,18608.6,16608
-4.832302,181,18398.2,16838.6
-4.831255,174.6,18503,16665
-4.830267,181.6,18535.2,16774.2
-4.829252,187.4,18437,16851.8
-4.82825,180.8,18536.2,16631
-4.827242,180.2,18575.2,16705.4
-4.826184,179.8,18581.2,16736.2
-4.825216,178.4,18565.8,16715.2
-4.824156,185.2,18591,16763
-4.82318,174,18490.8,16694.8
-4.822131,176.6,18530.4,16733.2
-4.821144,180,18602.6,16723.2
-4.820108,185.6,18546.8,16821.4
-4.819108,178.8,18580.2,16711.4
-4.818094,168.2,18573.6,16784.8
-4.817088,185.6,18495.6,16761.8
-4.816086,183.8,18575.4,16619.8
-4.815011,186.2,18644.2,16756.4
-4.814037,185.4,18437,16876.6
-4.812974,177,18646.6,16728.4
-4.812001,186.6,18730,16773.4
-4.810949,197,18562.2,16783
-4.809961,190,18606,16657.8
-4.808926,181.4,18649.8,16729.6
-4.807931,179.6,18441,16778.4
-4.806916,186.4,18682,16613.8
-4.805914,190.4,18488.8,16916.8
-4.804914,179.6,18568.8,16705.4
-4.803842,186,18629,16695.4
-4.802875,190.8,18670,16792.4
-4.801807,194.2,18613.4,16658.2
-4.800828,182.2,18436.8,16713.8
-4.799782,182.2,18589,16817
-4.798795,181.4,18529.2,16732.2
-4.797758,191.4,18797.4,16571.4
-4.796766,182.2,18295.2,16855.6
-4.795751,179.8,18601.4,16753.2
-4.794743,174,18726,16614
-4.793743,183.8,18819.4,16706.2
-4.792671,192.4,18439.2,16854.2
-4.791704,175.8,18666.2,16685.2
-4.790633,190.4,18535.6,16673
-4.789654,186.2,18611.4,16689
-4.788604,181.6,18660.8,16813
-4.787617,190.6,18475.6,16910.8
-4.786583,180,18667.2,16694.4
-4.785587,183.8,18517,16893
-4.784574,182.4,18526,16854
-4.783566,183.6,18518.4,16791.6
-4.782564,180.2,18475,16767.6
-4.781497,177.2,18432,16929.2
-4.780529,185.2,18758.6,16628
-4.779469,187.4,18384.6,16929.2
-4.778489,184,18667.4,16756.6
-4.77744,188.4,18695.4,16772.4
-4.776455,179.8,18509.2,16728.6
-4.775427,183.8,18601.4,16841
-4.774436,176.4,18592.8,16726.4
-4.773426,181.2,18534.4,16848.2
-4.772418,185.2,18565.2,16914.8
-4.771421,172.4,18653.6,16632
-4.77035,182.4,18657.8,16857.2
-4.769378,174.4,18507.2,16730.2
-4.768317,193.2,18503.4,16784.4
-4.767337,187.8,18632,16814
-4.766287,177.4,18722.6,16717.2
-4.765299,181.4,18556.6,16907.8
-4.764267,199.6,18589.8,16778
-4.763278,194.4,18694.4,16641
-4.762273,185,18481.2,16777.2
-4.761266,186.4,18664.8,16692.2
-4.760275,192.6,18622.2,16930.8
-4.759203,184.6,18444,16716
-4.758227,178,18525.4,16812.6
-4.757167,194.4,18609.2,16749.6
-4.75618,193,18690.8,16766.2
-4.755135,180.2,18503.4,16815
-4.754147,188.4,18637,16744.4
-4.75312,190.6,18765.6,16645.2
-4.75212,186.8,18469.2,16809.8
-4.751112,177.2,18697.4,16661.6
-4.750101,187,18514.2,16755
-4.749108,195.2,18616,16754
-4.748035,177.4,18534.6,16867.8
-4.747057,182.2,18667,16681.2
-4.745995,183.8,18519.8,16913
-4.74501,183.6,18716.4,16737.2
-4.743972,180.2,18659.6,16766.6
-4.742981,192.8,18467.2,16778
-4.741957,185.2,18620.6,16876.2
-4.740955,188.2,18647.6,16765.2
-4.739948,188.4,18688.4,16724.8
-4.738889,169.2,18855.6,16612.4
-4.737923,197.4,18398,16918.6
-4.73686,187.4,18754.2,16705.6
-4.73588,189.6,18668.2,16843.4
-4.734827,187,18612,16773.8
-4.733843,176,18632.4,16728.2
-4.732805,197.8,18616.6,16791
-4.731808,180.4,18618,16836.4
-4.730788,188.2,18617.2,16886.8
-4.729787,178.2,18671.8,16739.8
-4.728783,179,18407.2,16841.6
-4.727718,177.2,18499.2,16943.6
-4.72675,186.2,18646.8,16736.2
-4.725686,182.6,18603.6,16988.8
-4.724713,186.6,18695,16727.8
-4.72366,186.2,18673.4,16754.2
-4.722675,174.6,18451.8,16956.2
-4.721639,187,18585.2,16807.4
-4.720647,196,18713.6,16725.8
-4.71963,181,18621.8,16744.6
-4.718625,185.6,18644.8,16854.6
-4.717623,182,18401.2,16921.8
-4.716552,181.6,18639.2,16741.2
-4.715587,183.6,18651.2,16793
-4.714518,190.2,18539,16898.8
-4.713541,194.8,18676,16815.6
-4.712488,179.8,18643,16829
-4.711498,183.4,18588.2,16786.2
-4.710464,184.6,18589.8,16781.4
-4.709465,186,18861.2,16733.6
-4.708453,185,18573.6,16856.8
-4.707448,191.2,18671.2,16852.6
-4.70645,182.4,18715.4,16674.8
-4.705379,191.4,18478.8,16965.8
-4.704407,184.8,18595.4,16752.6
-4.703346,180.2,18714,16716
-4.702365,181.6,18622.4,16914.6
-4.70132,178,18776.2,16758
-4.700333,184.2,18528.6,16834.2
-4.6993,172.6,18674.2,16768.6
-4.698306,174.4,18650.4,16925.8
-4.697292,183.2,18694,16804.8
-4.696279,188.8,18547.6,16851.4
-4.695282,179.8,18606.4,16818.6
-4.694209,188.6,18698,16719.4
-4.693236,182,18613.4,16799.6
-4.692175,183.4,18613.4,16880.4
-4.6912,177.2,18629.6,16746.8
-4.690147,189.4,18600.4,16874
-4.689159,175.6,18668.6,16791.8
-4.688126,187.4,18678,16901.6
-4.687124,178,18581.8,16913
-4.686105,171.8,18738,16820.4
-4.685099,180.6,18677.2,16739
-4.684098,190.6,18669,16807.6
-4.683033,178.4,18555.4,16773
-4.68206,185.2,18718.8,16792.8
-4.68099,186.4,18682.8,16845
-4.680008,192.8,18720.8,16751
-4.678955,181.2,18727.2,16790.8
-4.677966,184.8,18424.6,16757.6
-4.676933,182.8,18627,16832.8
-4.675936,179.6,18705.6,16834
-4.674925,171.4,18521,16871.4
-4.67392,183.6,18672.6,16764.8
-4.672922,180.6,18609.8,16832.6
-4.67185,179.6,18521.2,16932.4
-4.670882,183.4,18736.6,16761
-4.669823,184.4,18650.6,16903.4
-4.668847,180.8,18604,16734.6
-4.6678,189.2,18722.6,16924.8
