X,Coincidences,Singles1,Singles2
-7.468894,18.5,5878.7,5204.3
-7.466882,19,5977.6,5267.8
-7.464881,19.4,5927.4,5271.4
-7.462868,18.5,5935.3,5217.8
-7.460863,19.7,5903.3,5203.5
-7.458816,21.8,5958.2,5231
-7.456799,20,5959.1,5252.1
-7.454809,20.1,6029.8,5333.7
-7.452809,18.8,5955.3,5256.3
-7.450794,19.8,5944.8,5240.8
-7.448789,19.7,5951,5251.9
-7.446785,20.5,5925.2,5264
-7.444765,19.7,5947.2,5266.3
-7.442697,19.8,5908.9,5248.4
-7.440686,19.4,5972.5,5313.6
-7.438667,23,5974.1,5258.2
-7.436668,20.9,5931.3,5249.8
-7.434651,18.9,5930.4,5254.9
-7.432648,16.8,5919.6,5286.3
-7.430634,19.7,5969.9,5235.7
-7.42863,18.6,5923.2,5288.9
-7.426627,20.6,5997.6,5305.6
-7.424614,20.1,5920.3,5255.5
-7.422579,20.5,5952.2,5290.3
-7.420572,17.4,5981,5247
-7.41855,23.6,5968.2,5285.6
-7.416549,17.8,5975.9,5258.1
-7.414536,20,6001.8,5258
-7.41254,17.7,5970.7,5284.2
-7.410541,22.7,5895.2,5258.2
-7.408537,22.9,5930.1,5267.6
-7.406523,18.2,5938.9,5249.2
-7.404455,20.4,5976.9,5235.9
-7.402454,18.7,5987.9,5240.4
-7.400438,20.3,5987.3,5294.9
-7.398432,21.6,5967.4,5341.3
-7.396418,19.1,5933.3,5279.2
-7.394425,17.8,5950.4,5247.7
-7.392424,19.3,5944.6,5214
-7.390412,17,5941,5262.2
-7.3884,18.6,5953,5267
-7.386384,18.9,5990,5250.3
-7.384348,20.8,5940.5,5258.4
-7.382348,21.2,5986.6,5293.4
-7.380344,20.3,5926.7,5296.9
-7.37833,18.6,5928.1,5260.1
-7.376331,17.8,5925.6,5274.3
-7.374334,19.6,5942.2,5234.9
-7.372328,18.9,5972.2,5268.8
-7.370324,19.4,5919.4,5293
-7.368315,20.3,5989.8,5291.2
-7.366256,19.3,5917.6,5263.6
-7.364249,20.4,5898.1,5240.2
-7.362247,19.3,5949.3,5275.1
-7.360232,19.3,5948.4,5268.7
-7.358215,19.6,5994.6,5263.7
-7.356218,20.5,5969.8,5283.2
-7.354211,20.8,5965.9,5274.9
-7.352199,20.5,5946.2,5284.2
-7.350189,18.8,5929.4,5274.6
-7.348136,17.7,5989.7,5275.5
-7.346132,21,5945.6,5277.8
-7.344143,21.5,5961.2,5257.9
-7.342132,21,5996.8,5257.3
-7.340133,19.5,5961.1,5255.2
-7.338129,18.9,5980,5284.4
-7.336128,19.6,5975.4,5283.5
-7.334112,19.5,6001.8,5305.1
-7.332096,18.9,5952.1,5252.8
-7.330044,21.3,5951.9,5310.9
-7.328033,19.6,5983.4,5228.8
-7.326024,18.5,5942.2,5233.8
-7.324024,18.8,5955.1,5296.9
-7.322026,18.7,5995.2,5302.5
-7.320023,20.7,6002.9,5317.5
-7.318018,19.2,5915.1,5258.8
-7.316002,19.8,5951.7,5271.1
-7.313984,18.5,6008.8,5276.6
-7.311931,18.8,6008.6,5305.8
-7.309909,20.3,5934.3,5314.6
-7.307894,18.2,5946.2,5233
-7.305897,17.1,5989.4,5301
-7.303902,20.4,5976.1,5234.2
-7.301901,21.9,6017.9,5235.1
-7.299893,19.6,5960.8,5309.5
-7.297889,18.1,5988.4,5237.4
-7.295874,21.6,5936.4,5273.4
-7.293812,19,5986,5295.1
-7.291796,21.6,5981.5,5344.7
-7.289781,21,6020.9,5266.1
-7.287754,20.8,5968,5290.5
-7.285745,19,5948.5,5254.2
-7.283738,20.3,5926.3,5267.6
-7.281725,18.6,5907.8,5298.9
-7.279716,19.8,5981.4,5295.8
-7.27771,18.9,5984.5,5270.8
-7.275654,18.9,5976.2,5286.4
-7.273653,20.2,5992.2,5270.3
-7.271642,19.1,5951.8,5291.8
-7.269631,17.7,6005.9,5265
-7.267623,19.1,5942.6,5287.9
-7.265614,22.1,5999.6,5305.7
-7.263597,21.6,5971,5225.8
-7.261542,20.2,5966.2,5284.2
-7.259536,19.3,5950,5295.9
-7.257532,22.9,5984.2,5262.1
-7.255539,21.6,5999.3,5272.1
-7.253537,20.4,5943.4,5330.5
-7.251529,21.6,6018.1,5265.9
-7.249523,19.4,5980,5322.5
-7.247512,17.6,5966.4,5263.7
-7.245494,20.1,5979.2,5294
-7.243437,18.8,5996.6,5256.5
-7.241436,20.3,5960,5304.7
-7.239417,19.7,6014.1,5261.7
-7.23741,20.5,5977.1,5262.8
-7.235411,21.5,6012.1,5277.7
-7.233411,21.5,5996.2,5267.4
-7.231401,20.9,5972.9,5317.3
-7.22939,18.9,5932.4,5303.7
-7.227378,21,5969.2,5289.8
-7.225319,19.9,6029,5321.1
-7.223318,17.9,5976.4,5297.5
-7.221307,17.9,5954.9,5294.5
-7.219304,21.2,5942.7,5312.9
-7.21729,21.5,5993.3,5268.6
-7.215283,22.2,5955.6,5280.3
-7.213276,20.2,5983.8,5289.3
-7.211265,18.4,6009.7,5305.9
-7.209262,21.2,6008.8,5301
-7.207215,20.6,6060.3,5336
-7.205219,18.8,5988.2,5328.4
-7.203211,20.4,6022.6,5302.7
-7.201197,19.7,6022.5,5282.2
-7.199182,17.5,5953.3,5276.7
-7.197172,19.8,5991.3,5295.7
-7.195153,22.1,5980.6,5281.1
-7.19314,20.5,5971,5300.8
-7.191087,21.9,5952.1,5237.1
-7.189064,20.6,5975.7,5318.1
-7.187056,20.9,5971,5303.8
-7.185035,18.9,5937.1,5286.2
-7.18304,20.6,5976.4,5303.1
-7.181031,22.9,5999.7,5250.1
-7.179017,19,6001.5,5303.2
-7.177004,23.6,6011,5295.8
-7.174983,20.9,5978.8,5279.1
-7.172916,20.6,6006.2,5291
-7.170901,21.1,5951.5,5278.2
-7.168887,19.5,5996.4,5298.6
-7.166886,17.8,5977.1,5304.7
-7.164873,19.1,6001.6,5315.8
-7.162876,21.3,6015.3,5322.5
-7.160866,19.7,6022.4,5267.9
-7.158863,21.4,5992.3,5291.1
-7.156855,19.7,5980.7,5308.5
-7.15484,22,6010.3,5278.6
-7.152805,22.1,6046.4,5274.1
-7.150802,22.6,5952,5327.9
-7.1488,22.4,5999.1,5336.6
-7.146792,20.8,5996.5,5317.6
-7.144779,19.1,5967.9,5275.5
-7.142765,17.9,5960.9,5253.6
-7.140763,20.8,6052,5327.1
-7.138761,22.3,5983.1,5302.6
-7.136755,19.9,6009.3,5312.4
-7.134686,19.5,6025.7,5319.6
-7.132679,18.9,6026.6,5286.4
-7.130677,19.7,5983.7,5279.7
-7.128657,22.7,5936.7,5297.6
-7.126651,20.3,5933.5,5308.9
-7.124633,17.6,6032.6,5314.6
-7.122632,18.5,6067.1,5279.4
-7.12062,21,6007.8,5310.1
-7.118612,18.3,6029.3,5329.2
-7.116602,20.9,6034.6,5277
-7.11456,16.9,5995.8,5328.6
-7.112555,20.1,6024.6,5280.1
-7.110536,18.9,5987,5300.9
-7.108532,18.4,5979.2,5341.4
-7.106513,18.6,5984,5291.6
-7.104515,17.3,5988.3,5326.8
-7.102509,21.7,6000.8,5328.7
-7.100501,18.3,6014,5312.8
-7.098495,19.1,5975.1,5301.8
-7.096425,19.6,5980.7,5280.9
-7.094439,21.9,5997.8,5328.7
-7.092437,19.1,6024.1,5277.5
-7.090427,21.4,6040.3,5312.9
-7.088411,18.2,6016.8,5320.4
-7.086399,21.3,6025.4,5316.6
-7.084399,22.4,6024.9,5314.1
-7.08239,18.7,6003.4,5297.4
-7.080381,19.4,5994.9,5306.4
-7.078379,22.8,6024.1,5334.9
-7.076336,20.5,6001.5,5300.6
-7.074352,21.4,6026.7,5269.9
-7.072354,20.7,6005.2,5297
-7.070341,20.4,5973.6,5288.1
-7.068325,19.4,6049.7,5339.3
-7.066322,20.5,6010.2,5293.8
-7.064313,16.9,6007.3,5279.3
-7.062299,18.1,6027.4,5303.2
-7.060245,20.7,5986.5,5308.3
-7.058224,21.3,6059.9,5338.2
-7.056223,15.8,6031.4,5270
-7.054218,21.8,6044.8,5351.8
-7.052219,22.2,6012.4,5322.8
-7.0502,19.4,5983.3,5295.7
-7.0482,21.1,5973.5,5260.9
-7.046198,20.2,5989.7,5330.1
-7.044187,19.6,6005.5,5314.8
-7.042124,20.3,6002.8,5333.2
-7.040114,20.1,6020.7,5315.5
-7.038103,20.1,5973.8,5292.3
-7.036088,21.6,6033.6,5349.2
-7.034095,18.9,6021.4,5317.1
-7.032095,18,6007,5317.5
-7.03009,19.1,5985.5,5294.4
-7.028087,17.8,6069.2,5303.5
-7.026082,20.1,6048.4,5263.5
-7.02407,22.2,6004.1,5285.3
-7.022037,19.1,6049.1,5286.8
-7.020023,21.3,6008.5,5317
-7.018008,21.7,6035.9,5335.4
