X,Coincidences,Singles1,Singles2
-4.699273,186,19252.2,17488.2
-4.698282,191,19238.2,17731.2
-4.697267,196.8,19179.8,17664.8
-4.696263,178.4,19287,17497.4
-4.695267,183.4,19275.8,17606.6
-4.694195,179,19253.2,17504.2
-4.693223,192.2,19382.6,17518
-4.692166,181.4,19232,17785.2
-4.691188,180.4,19404,17489.6
-4.690135,183.4,19354.4,17601.6
-4.689153,189,19088.2,17720.8
-4.688117,188.2,19398.4,17624.6
-4.687122,172.2,19438.4,17542.4
-4.6861,187.2,19149.2,17763.6
-4.685096,188.8,19328,17562.2
-4.684094,185.8,19337,17608.2
-4.683028,188.8,19167.8,17682.6
-4.682056,187.2,19350.2,17574.2
-4.68099,192.2,19406.8,17746.4
-4.680017,197,19090,17843.4
-4.67897,188,19392,17561.4
-4.677982,183.4,19259.8,17636.8
-4.676947,187.6,19154,17548
-4.675952,190.4,19233.4,17593.8
-4.674938,190.4,19235,17659
-4.673933,190.8,19328.6,17577.4
-4.672931,199.4,19404.6,17515.2
-4.671864,199.6,19208.4,17775.2
-4.6709,178.4,19341.4,17712
-4.66983,179.8,19455,17459.2
-4.668862,187.6,19367.4,17656
-4.667807,187.4,19208.2,17611.6
-4.666824,183.4,19529.2,17431.6
-4.665786,186.6,19229,17823.2
-4.664791,199.2,19442.2,17591.8
-4.66377,190.6,19356.4,17627
-4.66277,189.4,19250.8,17626.8
-4.661767,192.4,19322.8,17538.8
-4.660704,188.4,19454.8,17652.8
-4.659743,189.8,19316,17611.6
-4.65868,185,19430.8,17600.8
-4.657701,185,19359.4,17756.4
-4.65665,185,19146.8,17876.6
-4.655667,178.6,19325,17584.2
-4.654628,187.2,19317,17685.2
-4.653638,191,19268.2,17625
-4.652617,188.6,19384,17621.6
-4.65162,188.4,19393.4,17696.4
-4.650605,198.4,19287.2,17765.4
-4.649599,195,19292.6,17695.2
-4.648605,188,19147.6,17735
-4.647536,175.8,19385.8,17702
-4.646568,182,19359,17600.2
-4.645517,189.2,19232.8,17796.8
-4.644528,191.8,19381.2,17678
-4.643484,187.2,19381,17548
-4.642497,185.2,19073.4,17805
-4.64147,181.4,19420.4,17596.2
-4.640469,183.2,19333.2,17581.2
-4.639457,184.8,19342.2,17705.2
-4.638454,171.6,19175.8,17716.4
-4.637454,192.4,19272.4,17783.2
-4.636377,182,19090,17825.8
-4.635402,189,19313.2,17747.4
-4.634337,191.6,19491.6,17476.6
-4.633356,191.4,19017.2,17778.6
-4.632314,198.8,19352.2,17708.8
-4.631328,190,19329.6,17665.2
-4.630293,183.4,19446,17552.8
-4.629303,182,19181,17553.2
-4.628284,181.4,19059,17802.6
-4.627284,193.2,19432.6,17582.4
-4.626279,189.8,19177.2,17644
-4.625217,191.2,19268.6,17543.4
-4.624256,195.6,19420,17706.6
-4.623187,185.8,19215,17788.4
-4.622205,186.8,19415.8,17504.6
-4.62115,188.6,19362,17519
-4.620176,192.8,19269,17678.6
-4.619139,184.8,19316.4,17635
-4.618147,195,19321.6,17565.4
-4.617127,199,19462.4,17628.2
-4.616126,206,19262.2,17697.6
-4.615112,189.6,19204.6,17802.2
-4.614105,186.4,19453.8,17640.2
-4.613115,197.2,19395.2,17535.4
-4.612041,185.2,19128.6,17846.8
-4.61107,190,19290,17541
-4.610014,183,19351.4,17555.4
-4.60903,194.2,19264.6,17581.4
-4.607983,189.4,19141.8,17811
-4.606993,193.2,19350.8,17597.6
-4.605953,194.2,19273,17629.2
-4.604953,194.4,19191.2,17768.4
-4.603935,193.8,19384.2,17527.6
-4.602932,195.6,19336,17525.8
-4.60193,179.6,19206.2,17742.6
-4.600862,184.6,19176.2,17800.4
-4.599883,191.8,19432.8,17568.4
-4.598821,197.2,19353.6,17496
-4.597846,185.4,19312.4,17672.4
-4.596788,197.2,19384.6,17550.8
-4.5958,182.4,19150,17690.8
-4.594756,189.6,19229.6,17753
-4.593767,188.8,19620.6,17373
-4.59274,191,19201.2,17709.6
-4.591742,185.6,19202.4,17656.8
-4.590728,181.2,19235.8,17620.8
-4.589725,187,19419.8,17470.4
-4.588731,198,19353.2,17439.8
-4.587661,202.4,19347.4,17476.4
-4.586694,198.8,19089.2,17805.8
-4.585631,196.8,19251.2,17618.6
-4.58465,192.4,19513.8,17515
-4.583607,191.8,19196,17589.6
-4.582615,189,19038,17757.8
-4.581581,183.2,19521.6,17462.4
-4.580585,186.4,19327.4,17631.6
-4.579565,178,19211.2,17764.4
-4.578562,190.6,19196.2,17875
-4.577558,190,19427,17604.6
-4.576498,195.8,19154.2,17796.8
-4.575541,184.6,19529,17492.6
-4.574476,179.2,19118.8,17903.2
-4.573502,182.2,19427.6,17601.8
-4.572449,186.8,19351.4,17404
-4.571472,189.2,19089.8,17895.6
-4.570429,192.2,19473.6,17504
-4.569429,189.2,19183.4,17808
-4.568403,189.2,19431,17550.2
-4.567409,172.8,19205.6,17790
-4.566398,185.8,19466.6,17538.2
-4.565394,189.8,19218.6,17811.8
-4.564403,192,19369.4,17594.2
-4.563328,192.6,19287.2,17540
-4.562347,188.4,19118,17820.8
-4.561287,189.6,19362.4,17546.6
-4.560304,172.8,19435,17476.6
-4.559258,184.6,19121.6,17825.4
-4.558268,187.4,19346.4,17662.6
-4.557232,188.8,19497.6,17553.2
-4.556234,177.4,19248,17806.2
-4.555214,179.6,19157.8,17748
-4.554209,188.4,19354.6,17528
-4.553203,181.4,19467.2,17413
-4.552139,185.6,19395.6,17494.6
-4.55117,187.2,19460.6,17581.8
-4.5501,184.8,19101.2,17787
-4.549122,179.6,19121.8,17684.4
-4.548069,186,19424.8,17484
-4.547087,178.2,19413,17647.4
-4.546043,184.2,19248.6,17725.2
-4.545051,169,19283.4,17697.6
-4.544009,178.8,19475.6,17649
-4.543013,172,19408.6,17730.6
-4.541999,187.4,19188.2,17869.2
-4.540993,168,19536.6,17381.6
-4.539991,175.4,19249.8,17705.2
-4.538916,164.4,19006.6,17873
-4.537947,188,19337.8,17623.8
-4.536883,178,19446.8,17531
-4.535907,172.2,19240,17688.8
-4.534853,172,19505.2,17535.6
-4.533877,176.6,19107.6,17803
-4.532836,168,19347.8,17736.2
-4.531847,166.6,19459.8,17533.2
-4.53082,170.6,19480.4,17571.8
-4.529823,162.2,19407.4,17634.6
-4.52881,174.6,19184.8,17757.4
-4.527799,173.6,19418.8,17569.4
-4.526799,164.6,19151.2,17614
-4.52573,164.6,19171,17774
-4.524767,166.8,19233.8,17785.8
-4.523708,163.6,19067.4,17766.6
-4.522724,164.4,19240.4,17665.8
-4.521679,176.8,19254.2,17597.8
-4.520692,169.2,19069.2,17754.8
-4.519665,172,19443.6,17472.8
-4.518665,156.8,19293.8,17764.4
-4.517641,155.6,19443.2,17494.2
-4.516641,165.8,19096.2,17684.8
-4.515635,155.2,19286.6,17535.2
-4.514571,167.8,19474.4,17508.8
-4.513604,156.6,19265.4,17682.6
-4.512534,159.2,19230,17491.8
-4.511554,149.8,19067.2,17677.6
-4.510499,166.8,19324.4,17610.2
-4.509515,151.2,19323,17518.2
-4.508471,159.4,19150.2,17507.4
-4.507477,145.6,19108.4,17723
-4.506447,157,19367,17544.2
-4.50545,146.4,19219.8,17755.4
-4.504436,150.6,19441,17456
-4.503431,145.8,19033.6,17698
-4.502438,155,19400.2,17546.6
-4.501365,156.2,19290.4,17542.2
-4.500397,149.8,19112.6,17690.8
-4.499335,143,19209,17608.6
-4.49836,140.4,19248.6,17640.2
-4.49731,147.4,19084.2,17668
-4.496322,141.4,19323.4,17509.8
-4.495286,136.2,19073,17692
-4.494286,129.6,19239,17680.4
-4.49327,138.6,19327,17576.8
-4.492265,136.6,19112.2,17613.4
-4.491267,140.2,19324.8,17491.6
-4.490201,137.2,19396,17505.4
-4.489239,140.4,19308.4,17759.4
-4.488173,132.6,19215.2,17646.4
-4.4872,145.4,19179.4,17598.6
-4.486153,128.6,19103.6,17844.6
-4.485163,138.6,19235.4,17534.8
-4.484128,129.6,19256.4,17658
-4.483135,133.2,19102,17759.6
-4.48212,125.2,19243.6,17631.6
-4.481118,126.2,19488.2,17487.6
-4.480113,122.8,19196,17598.6
-4.479049,123.8,19146.4,17776.6
-4.47809,122.4,19139.4,17729
-4.47702,122.8,19034,17690.4
-4.476047,117.4,19423.2,17466.2
-4.474993,124.4,19416.2,17329.8
-4.474009,119.6,19160.2,17749.4
-4.472968,110,19020.2,17822.6
-4.471972,107.2,19049.6,17744.4
-4.47095,107.6,19037,17806.4
-4.469951,111.8,19409.2,17551.2
-4.468942,109,19273,17719.2
-4.467884,115,19175.8,17812.8
-4.466924,104.2,19508.4,17380.6
-4.465853,104.6,19050,17802
-4.46488,102,19476.6,17386.4
-4.463826,101.4,18847.2,17803
-4.462841,102.4,19483.2,17524.2
-4.4618,97,19310,17594
-4.460799,95.8,18978.6,17937.6
-4.45978,102.4,19530.4,17377.4
-4.458779,97.4,19193.6,17663.4
-4.457776,92.4,19049.4,17877
-4.456707,90,19252.8,17582.4
-4.455745,90.2,19006,17791.8
-4.45468,96,19328.4,17677
-4.4537,92.8,19461,17378.6
-4.45265,87.2,18910.2,17834.2
-4.451656,86.2,19345,17716.2
-4.450614,77,19569.8,17184
-4.449618,84.4,19038.8,17824
-4.448602,87.6,19462.4,17623
-4.447598,71.4,19398.6,17530.2
-4.446596,85.8,18972,17784.6
-4.445533,83.6,19400.2,17450.4
-4.44456,84.2,19631.8,17234.4
-4.443497,78.6,19278.6,17507.2
-4.442523,72.6,18915.2,18034.6
-4.441477,78.2,19583.6,17185.4
-4.440484,68.2,19263.8,17679.2
-4.439448,66,18740.6,18050.8
-4.43845,78,19456.4,17453.8
-4.437438,66.2,19471.2,17368.6
-4.43643,69.6,18927,17848
-4.435434,63.4,18947,17903
-4.434364,68.2,19653.8,17329.8
-4.433387,63.2,19117.4,17932.4
-4.432326,66.4,19780.2,17194.8
-4.431351,58.4,18863.8,17994.2
-4.430302,60,19569.2,17523.2
-4.429313,56.2,19815,17200.6
-4.428281,61.2,18946.8,18018.4
-4.427287,57.6,19053.6,17962
-4.426273,57,19778.4,17159
-4.425267,45,18691.8,18166
-4.424272,54.4,19919,17163.2
-4.423202,61.2,19166.6,17806
-4.42222,58.4,19039.4,17829.6
-4.421161,48.8,19738,17257.4
-4.420184,51.4,18773,18140.8
-4.419149,50,19754.4,17257.2
-4.418162,51.6,18916.2,17933
-4.417142,51.6,19715.8,17281.6
-4.416141,46.6,19437.4,17638.2
-4.415134,53,19029,17907.6
-4.414072,49.2,18882,17920.4
-4.41311,47.6,19547.4,17513
-4.412046,46,19889.2,17147.6
-4.411074,42.8,19598.8,17257.6
-4.41002,45.2,18607.8,18239.2
-4.409036,47.2,19483.8,17461.4
-4.408003,41.6,19894,17015.4
-4.407009,41.8,18971,18004.8
-4.405992,39,18609.2,18115.4
-4.404988,37,19712.8,17112.8
-4.403985,41,18864,18161.8
-4.402917,38.4,19294.8,17720.2
-4.401942,34.4,19184.4,17740.8
-4.400882,33.8,19161.4,17803.4
-4.399899,37,19861.2,17066.8
-4.398854,31,19054.8,17971
-4.397869,34.6,19920.2,17175.4
-4.396829,33.2,19706.2,17252.8
-4.395835,32.2,18873.8,18215.8
-4.39482,36.6,18547.6,18363
-4.393817,33.4,19721.8,17228.8
-4.392818,33.8,19462,17555
-4.391752,28.6,18588,18411.4
-4.390781,32.4,20094.2,16981.8
-4.389717,28.4,18564.2,18214.8
-4.388733,30.2,19592.2,17416
-4.387681,28.8,18591,18288.8
-4.386692,28.4,19979.8,17048
-4.385651,32.6,18875,18006
-4.384657,27.2,18844.6,18026.4
-4.383643,25.8,19658,17348.4
-4.38264,29.6,18831,18123.4
-4.381643,32.6,20107.4,17012.2
-4.380571,25.4,18730.8,18419
-4.379603,29.2,19082,17724.4
-4.378547,34.4,20220.2,16852.4
-4.377572,27.8,19024.8,17912
-4.376525,29,18660.4,18391.8
-4.375537,27.8,18842,18135.6
-4.374499,31.4,20061.8,16934.6
-4.373505,27.6,18719.2,18158.4
-4.372484,29,19070.2,18095.6
-4.371478,27.6,19105.4,17910.4
-4.370476,27,19659.4,17439
-4.369401,24.8,19255,17733.2
-4.36843,29.8,18901.2,18047
-4.367372,29,19289.2,17679.2
-4.366393,31,18580.8,18437
-4.365342,24.4,19810.8,17238.4
-4.364356,30,19173.2,17722.6
-4.363317,26,18398,18559.4
-4.362322,27.6,18594.6,18318
-4.361309,28.8,19859.8,17135
-4.360305,24.2,18888.4,18055
-4.359304,28.2,18468.2,18634
-4.358239,30.6,19983.4,17147.4
-4.357274,29,19574.4,17500.2
-4.356205,32,19410.8,17578
-4.355235,33.8,18643.6,18254
-4.35418,32.6,20381,16914.6
-4.353194,31,18509.4,18436
-4.352157,34.6,20344.4,16838.2
-4.351165,35.6,20044.2,17149.2
-4.350151,39.8,20096.4,17034
-4.349149,33,19346,17703.6
-4.348145,37,19385.4,17640.4
-4.347083,35.8,20200.4,16974.2
-4.346125,35.2,18267.4,18597.2
-4.34506,38,19766.2,17345.8
-4.344083,36.8,19098.4,17864.2
-4.343033,37.4,18817.6,18140.2
-4.342043,37.6,20088,16992.2
-4.341003,34.4,18642.2,18325.6
-4.340005,41.2,20157.4,17037.6
-4.338984,42.8,20117.8,17068.2
-4.337988,38.8,18171,18682
-4.336983,46.2,19460.8,17546.6
-4.335918,45.4,20213.2,16763.8
-4.334957,41.6,18282.2,18507.2
-4.333896,44.6,20043.8,17167.2
-4.332924,43.6,19596.8,17495
-4.331871,40.4,18603.8,18488.2
-4.330888,51.8,19843.6,17313.2
-4.329852,45,19487.6,17539.6
