X,Coincidences,Singles1,Singles2
-5.099125,54.2,11599.2,10195
-5.097127,49.8,11594.8,10199
-5.095088,57,11511.4,9985.4
-5.093085,56.8,11607.8,10151
-5.091072,48.6,11530,10303.4
-5.089064,56.4,11518.6,10113
-5.087053,48.2,11505.8,10056.2
-5.085049,51.6,11566.4,10308
-5.083042,51,11523.2,10191.2
-5.08104,52.6,11588.2,10050.2
-5.079038,49.6,11556.2,10256.4
-5.077038,52.2,11588,10277
-5.074991,47.6,11499.2,10084.4
-5.072983,50.4,11639.6,10114
-5.070977,50.8,11598.6,10241.2
-5.068974,50,11494.8,10077.2
-5.066965,51.6,11517.2,10135.2
-5.064966,56.8,11627,10188
-5.062967,53,11538,10086.4
-5.060958,49,11489.8,10060.4
-5.058956,47.8,11549.6,10185
-5.056953,48.8,11580.2,10167.4
-5.054901,55.6,11513.2,10079.2
-5.052903,50.6,11663.6,10224.8
-5.050894,50.8,11477.8,10224.4
-5.048887,48.2,11452.8,10013.8
-5.046888,57.6,11548.8,10075
-5.044879,51.6,11599.2,10287.4
-5.042873,50.6,11608,10101
-5.040864,53.6,11448.2,10115.4
-5.038855,56.8,11508.2,10131.2
-5.03685,47.6,11649.4,10221
-5.034799,51.6,11512.6,9967.6
-5.032796,49,11535.2,10164.2
-5.030782,54.6,11682.2,10313.2
-5.028777,51.4,11588.2,10039.6
-5.026773,50,11402.2,10126.4
-5.024765,46.8,11512,10256
-5.022759,50.6,11612.6,10237.4
-5.020754,49.2,11579,10079.2
-5.018752,51,11496.2,10194.6
-5.016738,55.6,11684.2,10259.4
-5.014735,51.8,11671.6,10061.2
-5.012679,56.4,11465.4,10164.6
-5.010675,53.8,11510.4,10245.8
-5.008668,50,11494,10017.6
-5.006658,51.4,11437,10096
-5.004652,45.2,11589.6,10208.4
-5.002641,53.4,11706,10147
-5.000632,53.4,11471.4,10157.8
-4.998624,48.8,11510,10189
-4.996619,48.2,11590.8,10205.4
-4.994614,55.8,11468,10193.6
-4.992609,54,11432.4,10163.4
-4.99056,47.6,11590.4,10172.2
-4.988554,53.8,11624,10175.8
-4.986543,52.4,11382.2,10178
-4.984542,52.2,11549.2,10123
-4.982533,49.2,11669.4,10234
-4.98052,49.6,11490.2,10186.8
-4.978509,50.2,11490.8,10223
-4.976495,53.6,11606.6,10250.8
-4.974492,50.2,11535.6,10196.6
-4.972492,49.4,11526,10098.6
-4.970491,57,11515,10229.2
-4.968451,48.2,11591,10108.6
-4.966448,49.6,11409.4,10233.2
-4.964444,56,11630,10139
-4.962438,47.2,11579.2,10162
-4.960427,47.4,11570.6,10096
-4.958413,53.4,11522.8,10248.8
-4.956408,50.8,11602.6,10157
-4.954404,50.4,11577.8,10188.6
-4.9524,49.6,11462.4,10245
-4.950391,48,11546.2,10173.4
-4.948336,50.4,11596.8,10133
-4.946327,49.6,11490.4,10139.8
-4.944323,43.2,11474.6,10218.2
-4.942321,53.6,11664.2,10217.2
-4.940317,51.4,11482,10221.2
-4.938311,50.8,11493.4,10226.2
-4.936298,47.2,11574.2,10232.4
-4.934289,48.8,11575.8,10268.4
-4.932284,48.6,11449.4,10165.2
-4.930281,45,11598.4,10114
-4.928283,55.6,11660.4,10130.4
-4.92625,50.4,11437.4,10132.2
-4.924253,51,11575.8,10247.6
-4.922247,48.2,11614.8,10197.2
-4.920236,53.2,11495,10191.2
-4.91823,44.2,11534.6,10166.6
-4.916224,49.4,11580,10295.8
-4.914222,47.8,11538.6,10126
