X,Coincidences,Singles1,Singles2
-10.898903,34427,291697,270527
-10.900023,34466,291972,270539
-10.892936,35085,296688,273890
-10.885954,35089,296387,273009
-10.879061,35065,295562,272465
-10.872146,35308,298972,277285
-10.865482,34640,295214,273442
-10.858845,34756,295695,273836
-10.852177,34163,294070,271441
-10.84577,33666,289849,267932
-10.839351,34085,301268,278233
-10.832962,34198,298409,276115
-10.826715,34224,301270,278018
-10.820468,33433,292620,270202
-10.814377,33678,292195,269704
-10.808283,34102,293793,273691
-10.802226,35389,303339,280700
-10.796418,36039,303916,280673
-10.790472,34686,295844,273304
-10.784712,33979,291140,269866
-10.778976,34049,292977,269943
-10.773226,33262,290995,267804
-10.76758,35967,301528,278947
-10.762141,34551,297385,275218
-10.756614,33404,290019,269298
-10.751142,34532,295032,273410
-10.745728,35376,299490,276748
-10.74043,35461,300441,277731
-10.735143,35005,299428,276480
-10.729918,33476,290960,269447
-10.724834,34330,295244,274058
-10.719714,34595,294483,271359
-10.71465,34321,296904,275079
-10.709648,33935,292063,269785
-10.704676,34771,293967,272165
-10.699715,34812,296273,274857
-10.694856,35933,302044,280161
-10.690041,35366,302053,279361
-10.685278,36076,303154,280472
-10.680558,34336,295975,272975
-10.675905,34214,297859,277404
-10.671278,33533,292622,271343
-10.66668,35101,298764,275865
-10.662157,34059,293953,271897
-10.657565,35433,301130,278369
-10.653176,34256,294163,272729
-10.648749,34005,291046,270993
-10.644402,33994,291536,269827
-10.63997,35390,296519,275309
-10.635752,36301,300124,278424
-10.631482,36528,302920,280355
-10.627264,34336,292199,270218
-10.623017,34552,296088,272358
-10.618948,36268,302012,279219
-10.614833,36131,301080,279389
-10.610697,34941,296654,275609
-10.606745,33114,290272,267710
-10.602646,35239,298855,277132
-10.59876,35734,303620,279745
-10.594812,36039,304011,281125
-10.590863,35245,300722,277820
-10.587058,35065,294900,272548
-10.583125,33878,290888,270181
-10.579422,33909,290249,268620
-10.575564,34398,292031,268562
-10.571917,34900,292584,270633
-10.568119,34956,291720,269723
-10.564546,36237,297983,275619
-10.560789,36368,301489,278584
-10.557249,35168,296115,274473
-10.553608,33982,291753,270687
-10.550108,35377,296331,273779
-10.546547,35877,300617,277739
-10.542983,35752,305837,283062
-10.539617,36329,302480,278750
-10.536086,35530,299496,277081
-10.532725,36116,301139,278807
-10.529308,36467,302202,279175
-10.525884,35809,299884,276598
-10.52263,35326,298195,276570
-10.519283,33824,294234,273295
-10.515935,34249,295342,273696
-10.512748,33848,297428,274547
-10.509494,35635,302402,280400
-10.506217,35378,299724,277637
-10.503101,35909,302654,280945
-10.499939,35845,301353,279910
-10.496743,35595,301362,278793
-10.493581,35148,300060,277174
-10.490562,33949,290361,268315
-10.487484,34309,294778,273308
-10.484396,36036,303073,280248
-10.481318,36677,306070,282244
-10.478302,36022,305269,281846
-10.475386,36438,306129,281639
-10.472413,35400,302012,280010
-10.469448,36114,303968,281126
-10.466484,36181,305387,282260
-10.463544,35578,303823,281362
-10.460659,34103,295445,273883
-10.4579,35789,302191,278942
-10.455043,34260,299684,276940
-10.452195,35649,302667,279985
-10.449373,35789,302977,281234
-10.446561,36341,304675,281878
-10.443781,36450,305949,283216
-10.441018,36315,304165,281885
-10.438266,36027,305615,283064
-10.435567,34130,293202,271995
-10.432947,35177,299064,276594
-10.430258,36305,300873,278024
-10.427594,36185,302628,279772
-10.424944,36383,301831,278830
-10.422304,36852,306227,283348
-10.419685,36071,304542,282294
-10.4171,36130,300088,279525
-10.414513,36842,302489,279386
-10.411943,36233,303446,280822
-10.409396,36536,302785,279941
-10.406871,36487,303089,282053
-10.404348,36184,305913,283619
-10.401861,35869,306410,283081
-10.399379,36350,303600,282702
-10.396904,36361,303470,280600
-10.394456,36215,305086,282758
-10.392018,36425,304059,280973
-10.389591,36203,304627,282374
-10.38719,36418,305612,282675
-10.384799,36250,306190,284485
-10.382416,36423,304608,283257
-10.380057,36708,307248,284770
-10.37771,36406,303731,281679
-10.375376,34217,291637,270494
-10.373059,34952,293867,271217
-10.370671,35648,306372,283480
-10.368415,34868,294251,272104
-10.366127,34644,292456,270304
-10.363872,35518,300082,278177
-10.361612,36520,303598,281655
-10.359382,36284,306674,283629
-10.357148,35918,304997,282503
-10.354924,35534,298804,274810
-10.352729,34875,294956,271922
-10.350536,34899,295775,272923
-10.348276,35777,298685,276053
-10.346158,35823,300710,277256
-10.344008,36530,302312,280949
-10.341872,36097,298634,277643
-10.33974,35481,302055,280032
-10.337618,34830,301441,279776
-10.335509,35837,300855,278765
-10.333335,33962,291315,269416
-10.331297,36386,300912,277080
-10.329237,36612,301265,279406
-10.327172,36729,301981,279464
-10.325108,36217,302399,279554
-10.323069,35271,300941,278722
-10.320956,35824,299441,276148
-10.319009,35352,299179,276981
-10.316995,35634,302021,280467
-10.314995,34765,294119,272420
-10.313003,34283,292690,272414
-10.310953,34244,291820,270809
-10.309045,34462,296550,274158
-10.30708,35826,298115,275937
-10.305141,35430,299383,277160
-10.303186,34444,294248,272360
-10.301183,34106,294298,273759
-10.299331,33691,293084,271116
-10.297416,34785,300998,278707
-10.295509,35367,302455,279636
-10.293538,33835,297377,274129
-10.291722,35041,298822,276622
-10.28985,35219,302788,279648
-10.287979,35303,299847,277869
-10.286036,36161,304481,282124
-10.284269,37214,307895,284747
-10.282434,36460,305572,283147
-10.280597,36781,305900,283839
-10.278708,36389,304422,283286
-10.276957,36665,307732,284533
-10.275151,36543,305697,282933
-10.273267,36107,303787,280389
-10.271553,36116,304596,281084
-10.269778,36645,305229,283178
-10.268004,36149,304198,282279
-10.266178,36010,304388,281758
-10.264471,36260,303260,280495
-10.262727,35574,301697,279281
-10.260897,34268,294308,272579
-10.259252,33943,296939,275352
-10.257517,36095,302571,279675
-10.255713,35871,303438,279874
-10.254083,35723,302386,279922
-10.252376,36065,302843,281355
-10.250598,34217,296099,273464
-10.248996,35628,299845,277593
-10.247318,34509,301695,280089
-10.245559,34461,300442,278200
-10.243971,35232,304095,281106
-10.242313,34164,297992,276796
-10.240571,33809,291740,269892
-10.239002,34353,299715,278570
-10.237362,36126,304844,281816
-10.235632,35565,299891,278424
-10.234105,33781,293224,271570
-10.232481,34092,293255,271348
-10.230785,34462,296981,274949
-10.229263,34735,297106,275021
-10.227653,33623,292523,270859
-10.226008,33742,292362,270719
-10.224482,33637,291403,270205
-10.222893,35559,301524,279053
-10.221287,34429,296062,274937
-10.219757,34528,295292,272152
-10.218098,35108,294706,272893
-10.216639,34924,294979,271857
-10.215082,34502,301327,279674
-10.213474,34495,298539,276552
-10.211998,35737,301346,280381
-10.210384,36422,304501,283043
-10.208951,36736,306813,282910
-10.20742,36588,306002,283866
-10.205831,36529,305584,282834
-10.204396,36734,305060,282503
-10.202831,36469,304996,283025
-10.201402,36212,303432,281303
-10.199904,35587,299661,277793
-10.198349,36566,306589,283295
-10.196935,36243,304393,282300
-10.195366,34244,296244,274408
-10.19399,34756,302950,280174
-10.192514,34918,296970,274473
-10.191007,35195,299548,276036
-10.189615,35084,303406,281355
-10.188071,34434,300023,278698
-10.186714,34017,296149,274497
-10.185265,34461,301449,279273
-10.18381,34801,301008,279016
-10.182406,37265,306990,284804
-10.180918,35334,301826,279562
-10.179562,34514,293737,272148
-10.178058,36043,300264,277817
-10.176749,35314,297773,275089
-10.175254,35948,299338,278040
-10.173943,35575,298493,277003
-10.172538,36310,301460,280617
-10.171102,36806,307896,284125
-10.169763,34636,296420,275013
-10.168314,36671,303443,281506
-10.167008,36677,305567,284891
-10.165544,36929,303678,281764
-10.164273,36533,302881,280308
-10.162819,36870,304175,281549
-10.161555,36903,303433,280525
-10.160186,36721,301167,278508
-10.158813,36686,300437,278097
-10.15749,36732,302338,280464
-10.156106,36897,304127,280729
-10.15481,37114,302493,279414
-10.153417,36729,302747,279127
-10.152154,35349,300536,277699
-10.150754,35109,296611,275021
-10.149515,34733,294714,273232
-10.148107,36663,301259,279908
-10.146885,36716,303747,281268
-10.145479,36871,303647,280839
-10.144279,34105,293287,272562
-10.142882,34550,299002,277745
-10.14168,35521,305092,283622
-10.140296,36549,303267,280251
-10.139098,36521,304659,282273
-10.137726,35802,305399,281743
-10.136533,36242,302575,280675
-10.135179,35990,300372,277333
-10.133983,36477,302445,280841
-10.132648,36101,299771,278900
-10.131448,35695,298514,276118
-10.130102,36847,303820,280821
-10.128919,36696,304541,282486
-10.127575,35696,304985,283650
-10.126413,35582,305776,283234
-10.125078,36061,302291,280110
-10.123919,36357,302966,281344
-10.122583,35560,301559,279565
-10.121442,34954,304366,282579
-10.120097,35726,305790,282964
-10.11897,35911,303529,280839
-10.11764,35391,302010,278830
-10.116514,36015,302698,280630
-10.115194,35202,301867,279749
-10.114075,36129,302850,280736
-10.112757,36554,303516,279614
-10.111646,36271,303419,281482
-10.110336,36434,303818,281978
-10.109229,36359,302221,278734
-10.107937,36489,304111,281658
-10.106823,37206,304111,281305
-10.105543,36591,305827,283351
-10.104431,36619,303832,280819
-10.10316,36367,298486,276183
-10.102048,36888,303472,279392
-10.100799,36680,302149,279693
-10.099682,36673,303232,280528
-10.098457,36983,304666,282033
-10.097322,36993,304138,282012
-10.09612,36236,301967,280053
-10.094977,36906,302454,279729
-10.093788,36749,303391,280988
-10.092561,36807,306036,282960
-10.091502,35765,306521,284715
-10.090236,35777,305831,283192
-10.089183,35453,300943,278166
-10.087943,35141,300849,279328
-10.086879,35458,302082,280430
-10.08565,35110,293968,272128
-10.084575,35641,300224,276679
-10.08337,36352,302133,280517
-10.082287,36503,304284,281133
-10.081118,35999,303588,280884
-10.080009,36990,306819,283545
-10.078868,36047,307280,283436
-10.077655,36970,304563,282226
-10.07664,37033,304617,281675
-10.075415,35847,305506,281758
-10.074389,36227,304211,281901
-10.073183,36046,304074,282931
-10.072139,35439,294623,274437
-10.070974,35198,297890,275945
-10.069904,36858,301820,279857
-10.06877,36789,302108,279496
-10.067597,36613,302480,280131
-10.066599,35571,298300,275621
-10.065395,34991,293520,271001
-10.064383,35080,297096,274494
-10.063208,36895,303643,281832
-10.062177,36374,305740,283768
-10.061032,36562,303674,280438
-10.059981,36308,301376,278958
-10.058878,35126,299730,277844
-10.057715,34913,297914,275419
-10.056733,35259,297846,276070
-10.055559,34675,296358,274428
-10.054559,34869,297682,276380
-10.053423,34527,301038,279629
-10.052394,35143,302865,280541
-10.051292,36342,303756,281696
-10.050152,36998,304772,281323
-10.049187,36802,304720,282679
-10.048027,36138,304469,282028
-10.047036,36827,302546,280893
-10.045913,36613,302408,279163
-10.044903,35536,299458,277184
-10.04381,35832,303876,281561
-10.042684,36802,303655,280719
-10.041734,36983,303103,280297
-10.040587,36792,302135,281085
-10.039606,36671,304557,281282
-10.038507,35676,297704,274710
-10.037493,33905,291816,269803
-10.036433,34224,293053,272346
-10.035307,34659,295367,273342
-10.034363,36327,303447,280391
-10.033248,36274,305193,281401
-10.032269,36047,304350,282495
-10.031191,35849,298435,276596
-10.030099,36738,302065,280398
-10.029166,36535,303494,282012
-10.028039,36618,304629,280918
-10.027083,36508,303836,282231
-10.026004,36442,305511,283056
-10.025006,36816,303605,281115
-10.023967,36399,306547,282905
-10.022861,35586,303015,279949
-10.021941,34179,296987,273730
-10.020845,34706,298171,275059
-10.019873,36625,301526,278054
-10.018842,37015,303595,281541
-10.017743,35955,297067,274990
-10.016827,36109,295284,274115
-10.015746,36176,296226,273456
-10.014783,36623,300215,278980
-10.013741,35870,306385,283723
-10.012666,36331,306641,283734
-10.011763,36875,304085,281780
-10.010665,36995,302435,280444
