X,Coincidences,Singles1,Singles2
-10.30003,2751,84774,77798
-10.289926,2634,85151,77943
-10.279849,2579,84383,77905
-10.269799,2663,85290,78093
-10.259746,2647,85338,78297
-10.249703,2726,84443,77595
-10.23965,2678,84690,78255
-10.229676,2561,85029,77599
-10.219598,2634,84644,78339
-10.209607,2611,85089,78287
-10.199521,2601,85158,77853
-10.189503,2644,85128,77780
-10.179349,2740,85069,78336
-10.169304,2672,85421,78232
-10.159257,2737,85626,78202
-10.14919,2737,84384,78143
-10.139121,2654,84922,77821
-10.129091,2656,84829,78306
-10.119114,2663,85380,77892
-10.109064,2634,85271,78318
-10.099013,2760,85195,78802
-10.088957,2739,84975,78316
-10.078866,2752,84788,77781
-10.06886,2701,84570,78468
-10.05877,2828,84780,78041
-10.04869,2615,84555,77794
-10.038668,2785,84880,78446
-10.028582,2765,84904,77725
-10.01853,2676,84758,78185
-10.008476,2634,84241,77577
-9.998427,2652,84894,77958
-9.988396,2679,85246,77895
-9.978345,2650,85287,77894
-9.96829,2675,85010,78631
-9.958314,2675,85035,78120
-9.948285,2789,84893,78450
-9.93823,2600,84616,78408
-9.928119,2673,84941,78584
-9.91806,2683,84323,77765
-9.90801,2666,84538,78602
-9.898005,2660,84981,77915
-9.887936,2629,85127,78572
-9.877836,2583,84943,78167
-9.867772,2682,84715,78006
-9.857755,2555,84492,78735
-9.847685,2718,84504,78180
-9.837645,2606,85102,78240
-9.82758,2658,84915,78731
-9.81753,2557,84636,78445
-9.807489,2599,84510,78056
-9.797428,2620,84704,78254
-9.787386,2625,85023,78264
-9.777339,2658,84280,78022
-9.767301,2704,84541,78782
-9.757239,2664,85101,78553
-9.747259,2674,85250,78077
-9.737197,2712,85029,78336
-9.727138,2666,84807,78363
-9.717097,2663,84711,78110
-9.707006,2668,85025,78058
-9.696951,2656,84708,78362
-9.686906,2826,85077,78324
-9.67684,2686,85045,78370
-9.666801,2612,84898,77524
-9.656751,2716,84762,77972
-9.646666,2684,84781,78593
-9.63663,2776,84731,78122
-9.626584,2687,84344,77945
-9.616535,2686,84662,77629
-9.606488,2724,84877,78737
-9.596428,2670,85141,78364
-9.58639,2741,84685,78187
-9.576348,2639,84414,77832
-9.566287,2637,84238,78413
-9.556235,2552,85096,78130
-9.546264,2632,84900,78281
-9.536207,2569,84459,77691
-9.526117,2629,85143,78191
-9.51606,2509,85337,78500
-9.505992,2438,85265,78472
-9.496005,2606,85307,77837
-9.48595,2429,85225,78812
-9.475874,2404,84256,77845
-9.465762,2307,84622,78114
-9.455716,2284,84270,77541
-9.445675,2194,83849,77346
-9.435633,2272,84077,77751
-9.425568,2198,84316,77942
-9.41552,2212,84400,77592
-9.405477,2169,84220,77801
-9.395498,2133,84856,77751
-9.385459,2082,84327,78067
-9.375349,2097,84658,78082
-9.365345,2059,84450,77746
-9.355216,2030,84075,77545
-9.345193,2085,84356,78207
-9.335146,2014,84257,77702
-9.325071,1970,84697,77352
-9.314999,2051,84254,77916
-9.30497,1952,84820,77723
-9.294918,1995,84517,77980
-9.284856,2046,84455,77494
-9.274822,2053,84406,78307
-9.26484,1944,84316,77337
-9.254782,2089,83771,77938
-9.244747,2106,84542,77698
-9.23469,2216,84498,78257
-9.224684,2262,84513,77536
-9.214573,2246,84992,78026
-9.204503,2330,84429,77756
-9.194431,2287,85524,77914
-9.184366,2359,84524,78082
-9.17431,2375,84842,77769
-9.164259,2453,84606,77836
-9.154215,2507,85028,78047
-9.144242,2533,84941,77837
-9.134192,2609,84494,77989
-9.124109,2556,84839,78194
-9.114151,2629,84969,78067
-9.104015,2573,84452,77992
-9.093903,2739,84973,78251
-9.083862,2657,84891,78644
-9.073801,2702,85508,78263
-9.063755,2619,84906,78237
-9.053731,2710,84965,78424
-9.043769,2804,85560,77145
-9.033671,2689,85308,77726
-9.023645,2685,84635,78121
-9.013579,2689,84877,78260
-9.003459,2723,85000,78558
-8.993405,2727,84786,77676
-8.983342,2800,84894,77873
-8.973296,2750,85225,78171
-8.963331,2812,84863,77911
-8.953253,2690,84665,77827
-8.943186,2707,84337,77967
-8.933174,2727,85363,78265
