X,Coincidences,Singles1,Singles2
-10.299962,9810,138847,127092
-10.289988,9835,138927,127300
-10.279921,9687,139059,127651
-10.269897,9839,139542,127399
-10.259823,9809,139389,127788
-10.249709,9876,139358,127471
-10.239676,10013,140413,128367
-10.229611,9880,139206,128098
-10.219557,9769,138379,127964
-10.209479,9795,138388,127314
-10.199408,9867,139435,127128
-10.189396,9813,139180,127700
-10.179414,9832,138710,127745
-10.169375,9815,139677,127399
-10.159322,9971,139364,127359
-10.14921,9824,139333,126950
-10.139209,9945,138897,128004
-10.129104,9729,139534,127280
-10.119064,10048,138846,127834
-10.108974,9925,138634,127574
-10.098913,9921,139265,127804
-10.088894,9655,139175,128382
-10.078841,9935,139412,128839
-10.068865,9909,139686,127054
-10.058839,9785,139449,127242
-10.048794,9711,138767,127124
-10.038734,9665,138658,127385
-10.028698,9934,138962,127877
-10.018534,9735,139300,127283
-10.008524,9815,139255,127372
-9.998428,9786,139570,127707
-9.988399,9771,139187,127221
-9.978325,9927,139744,127655
-9.968295,9808,138940,127394
-9.958216,9801,139408,127701
-9.94818,9863,138874,126790
-9.938137,9819,138986,127439
-9.928098,9944,139661,127921
-9.918037,9816,139048,127581
-9.907989,9988,138924,127503
-9.89794,9946,139617,127582
-9.887892,9755,138663,126944
-9.877847,9866,138536,127486
-9.867794,9756,138419,127270
-9.857742,9850,138515,127257
-9.847692,9851,139035,127489
-9.837643,9989,139933,128070
-9.827592,9673,138711,126872
-9.817538,9635,138890,127523
-9.807504,9875,139259,127649
-9.797443,9767,138827,127219
-9.787392,9484,138554,127810
-9.77735,9798,139166,127131
-9.76736,9918,140235,127745
-9.757301,9879,139329,127675
-9.747254,9792,138803,127550
-9.737212,9982,139288,128280
-9.727188,9949,140446,127481
-9.717099,9800,138147,127274
-9.706973,9874,139672,127355
-9.696917,9686,139219,127773
-9.686871,9680,140112,127469
-9.67682,9595,138814,128038
-9.666756,9474,138653,127472
-9.656736,9793,139033,127842
-9.646753,9627,138817,127999
-9.636729,9553,138990,127445
-9.626675,9775,139648,127733
-9.616571,9450,139370,127516
-9.606562,9614,139387,127098
-9.596538,9666,139340,127673
-9.586467,9819,139683,127597
-9.576386,9987,139575,128394
-9.566293,9533,138569,127696
-9.556225,9839,139190,127604
-9.546162,9810,139952,127303
-9.536123,9950,140769,128356
-9.52607,9772,140023,127858
-9.516009,9383,139041,127084
-9.505982,9261,138846,127615
-9.495929,8992,138053,126866
-9.485898,8736,138047,126428
-9.475901,8169,138329,126222
-9.465853,7668,138569,126925
-9.455804,7173,138748,126203
-9.445711,6480,137376,126060
-9.43565,5580,137279,125646
-9.425571,4925,136422,125497
-9.415525,4146,135991,124522
-9.405482,3316,134424,124473
-9.395434,2699,135962,123878
-9.385357,2168,135020,125096
-9.375305,1545,134825,123217
-9.365268,1084,134037,123537
-9.355236,803,134275,124138
-9.345246,586,135215,122773
-9.33524,617,134030,124142
-9.325166,658,134426,123215
-9.315096,901,134183,123217
-9.305069,1459,133933,123806
-9.294986,1800,135174,122855
-9.284896,2438,135127,123261
-9.274845,3117,135393,124622
-9.264791,3842,136920,124442
-9.254695,4547,135410,126141
-9.244682,5317,137263,125837
-9.234629,6119,136507,126331
-9.224641,6764,138314,126192
-9.214588,7411,137264,127004
-9.20458,8047,137876,125957
-9.194445,8598,138456,127531
-9.18439,8860,138958,126942
-9.174371,9152,138209,126704
-9.164286,9392,139641,127897
-9.154199,9759,140453,127188
-9.144165,9560,139045,127477
-9.134092,9797,139171,126867
-9.124069,9946,138585,127740
-9.114091,9928,139038,127832
-9.104019,9878,139380,126407
-9.093949,9816,138910,128223
-9.083938,9754,139790,127124
-9.073866,9629,139194,127518
-9.063763,9724,139005,127828
-9.053716,9631,139579,128076
-9.043638,9922,139282,127992
-9.033694,9673,139484,127683
-9.023629,9826,139274,126968
-9.013615,9776,139147,126753
-9.00356,9741,139197,127171
-8.993473,9729,139908,127534
-8.983358,9785,138813,127122
-8.973325,9804,139820,127548
-8.963239,10066,139211,127559
-8.953281,9977,139125,127710
-8.943228,9817,139279,127770
-8.933183,9936,138969,127313
-8.923168,9914,139004,126495
-8.913045,9800,139119,127613
-8.902957,9670,138358,127619
-8.892891,9812,139344,127953
-8.882922,9698,140012,127457
-8.872908,9847,139669,128163
-8.862793,9864,138932,127313
-8.852721,9887,139729,127187
-8.842634,10078,140344,127710
-8.832625,9865,138993,128064
-8.822587,9862,139484,127496
-8.812491,9766,139454,127300
-8.802451,9835,139372,127903
-8.792393,9840,139784,127724
-8.782363,9843,139414,127743
-8.772327,9915,139689,127534
-8.762332,9717,138538,127065
-8.752267,9704,138897,127279
-8.742196,9938,139067,128303
-8.732186,9766,139650,126948
-8.722162,9842,139053,127501
-8.712097,10027,139621,127804
-8.701985,10099,139968,128130
-8.691904,9886,139680,127514
-8.681875,9854,139373,127810
-8.671798,9963,138595,127741
-8.661747,9944,139942,127646
-8.6517,10060,139239,127431
-8.641662,9909,139291,126731
-8.631683,9789,138756,127694
-8.621668,9916,138910,127404
-8.6116,9889,138913,127381
-8.601489,9879,139490,128091
-8.591462,9825,139458,128117
-8.581359,9840,139221,127504
-8.571333,9980,139065,128816
-8.561256,9988,140299,127730
-8.551192,9789,139641,128253
-8.541148,9920,140497,128493
-8.531103,9906,139119,127473
-8.521126,9782,139243,127559
-8.511086,9859,140293,127754
-8.501022,9949,139131,127921
-8.490912,9847,139908,127347
-8.480842,9779,139122,127741
-8.470817,9993,139142,126581
-8.460763,9967,140027,127029
-8.450712,9979,139208,127902
-8.440631,10039,140114,127335
-8.430588,9907,138594,127471
-8.420549,9854,139427,127216
-8.410498,9723,139057,127198
-8.400469,9956,139714,128221
-8.390477,9820,139141,128474
-8.380433,9721,139883,127441
-8.370331,9819,138786,127374
-8.360317,9808,139391,126976
-8.350307,9874,138957,128133
-8.340228,9810,139432,127435
-8.330103,9981,139017,128165
-8.320035,9863,139229,127604
-8.309989,9876,139237,127833
-8.299939,10133,139971,128154
-7.499923,10098,139937,127223
-7.489902,9823,139026,127779
-7.479857,9779,138151,127377
-7.469788,10072,139503,127881
-7.459729,9925,139540,127984
-7.449687,9941,139662,127821
-7.439715,9896,138337,127063
-7.429678,10062,139024,127378
-7.419575,9841,138960,127635
-7.409585,9959,139528,127901
-7.399499,9775,138980,127257
-7.389399,9933,139291,127366
-7.379355,9911,139612,128019
-7.369279,9848,138839,128033
-7.359226,9846,139291,127331
