X,Coincidences,Singles1,Singles2
-10.300034,9862,141503,130795
-10.289907,9989,141245,130771
-10.279876,9851,141187,130301
-10.269787,9776,140685,129476
-10.259755,9778,140660,130453
-10.249705,9907,140707,130292
-10.239657,9964,140810,129856
-10.229669,9938,140821,130352
-10.219625,9791,140479,129879
-10.209619,9986,141648,131326
-10.199523,9806,140864,130074
-10.189404,9850,140825,130577
-10.17937,9873,140605,130517
-10.16935,9808,141211,130306
-10.15926,9692,140956,129889
-10.149207,10050,141529,130918
-10.139119,9899,140929,130769
-10.129079,9875,141076,129900
-10.119029,9892,141433,130940
-10.109007,10051,140677,129898
-10.099034,9979,141422,130782
-10.088948,9793,140555,130287
-10.078922,9939,141055,130734
-10.068817,10053,140975,131107
-10.058815,9946,141173,130701
-10.048805,9752,139962,130292
-10.038636,9687,141041,129918
-10.028596,9825,140432,130643
-10.018554,9868,140967,130265
-10.008507,9840,139891,129933
-9.998453,9817,140561,129562
-9.988403,9945,141724,130727
-9.978328,9660,141142,129891
-9.968287,9639,139630,129790
-9.958231,9993,141038,130043
-9.948184,9859,141079,130154
-9.93814,10009,140659,130414
-9.928089,9823,140756,130108
-9.918055,9992,140675,130471
-9.908064,9917,141157,130012
-9.898006,9927,140837,130308
-9.888007,9677,141375,130279
-9.877946,9913,141641,130587
-9.867851,9869,141616,130457
-9.857815,9963,141485,130241
-9.84772,9834,140908,129882
-9.83768,9930,141021,129950
-9.827594,9776,140589,129549
-9.81754,9831,141666,129489
-9.807472,9811,140331,129170
-9.797441,9786,140074,130604
-9.787373,9749,140694,130506
-9.777334,9876,140305,130177
-9.767286,9989,140845,130267
-9.757235,9951,141102,130580
-9.747187,9895,140433,130360
-9.737203,9910,141136,130161
-9.727153,9958,140489,130537
-9.717104,9803,140877,129945
-9.707085,10055,141508,130563
-9.696951,9846,141239,129644
-9.686942,9894,140889,130303
-9.676833,9835,141391,130216
-9.666801,9754,141132,130862
-9.656741,9796,140933,130222
-9.646682,9944,140822,130792
-9.636626,9954,140581,130873
-9.626564,9774,141172,130203
-9.616533,9811,140453,129886
-9.606461,9798,140775,129783
-9.596429,9819,140527,130005
-9.586383,9815,140953,130781
-9.576339,9879,141107,130577
-9.566284,9795,141002,130940
-9.556234,10010,141023,130714
-9.546254,10142,140944,131302
-9.536228,9782,141382,130343
-9.526167,9626,141040,129998
-9.516154,9830,140519,130042
-9.506043,9900,140889,130035
-9.49601,9764,141147,130837
-9.485869,9898,141163,129914
-9.475829,9925,140906,130769
-9.465799,9870,141023,130271
-9.455752,9747,140783,129631
-9.44567,9790,141231,129910
-9.435599,10008,140095,129757
-9.425557,9716,141277,130357
-9.415538,9925,140796,130377
-9.405548,9818,141201,129855
-9.395495,10033,140753,130402
-9.385409,9818,140430,130068
-9.375346,10057,141736,130974
-9.365366,9938,141661,130481
-9.355245,10028,141501,130707
-9.345194,9801,140973,130925
-9.335122,9829,141454,130954
-9.325051,9890,140376,129670
-9.315015,9880,141202,129937
-9.304979,9915,141162,130297
-9.294904,9802,140289,130273
-9.284874,9703,140730,129314
-9.274829,10018,140229,130970
-9.264844,9787,141748,130833
-9.254796,9743,139994,129967
-9.244746,10068,141787,130322
-9.234683,9828,140747,129868
-9.224582,10069,141589,130091
-9.214582,9886,140462,130917
-9.204455,9836,140877,129627
-9.194424,9863,141151,129953
-9.184393,9920,141027,130679
-9.174292,9921,140391,130885
-9.164271,9922,140485,130385
-9.154205,9993,140954,130569
-9.144236,9914,141283,129701
-9.13418,9841,140733,130102
-9.124138,10040,141107,130506
-9.114025,9980,141379,130753
-9.104022,9995,141247,130929
-9.093924,9845,141013,130732
-9.083861,10061,141553,130966
-9.073798,9652,141095,129983
-9.063831,9925,141407,130923
-9.053798,9823,141256,130160
-9.043691,9721,141370,130426
-9.033631,10004,140972,130164
-9.023641,9966,141044,130778
-9.013504,9928,141464,130842
-9.003453,9756,141709,130501
-8.993399,10123,141343,130842
-8.98344,9691,140853,129646
-8.973421,9811,141020,130312
-8.963366,9922,141256,130189
-8.953262,10067,142050,130518
-8.943166,10044,141182,130220
-8.93312,9851,141247,130059
-8.92304,10031,141068,129866
-8.913083,9793,141179,130139
-8.90306,9779,141051,130290
-8.892939,9917,140459,130475
-8.882912,9940,141157,129687
-8.872791,10019,141226,130195
-8.862758,10129,141415,130802
-8.852689,10039,140400,130700
-8.842728,9842,140708,130121
-8.832705,9783,141185,130029
-8.822581,9964,140766,129523
-8.812529,9823,140897,130313
-8.802461,9924,140610,130148
-8.792446,9995,141366,130403
-8.782348,9948,141576,130014
-8.772332,9929,140809,130065
-8.762265,9817,140562,130414
-8.752199,9686,140603,130014
-8.742162,9872,141384,130457
-8.732105,10039,141349,130482
-8.722062,9846,140442,130389
-8.712084,10016,141258,130555
-8.702031,9858,140987,130183
-8.691949,9875,140476,130210
-8.681971,10033,141379,129464
-8.671872,10023,140798,130342
-8.661813,9725,141045,129710
-8.651705,9916,140689,130094
-8.641672,9979,141351,130444
-8.631612,10024,141421,130877
-8.621538,9916,141070,130805
-8.61149,9869,140979,129765
-8.601524,9839,140691,130122
-8.59147,9998,141866,130816
-8.58143,10047,140592,129741
-8.571333,9913,140377,130759
-8.561316,10081,141808,130989
-8.551223,9937,141287,130249
-8.54116,9958,140644,130695
-8.531095,10015,141089,130237
-8.521034,9709,141314,129807
-8.511002,9866,141362,130409
-8.501023,9752,140778,129537
-8.490974,10023,140325,129549
-8.480879,10036,141654,131413
-8.470877,10156,140777,131059
-8.460762,9811,141037,130663
-8.450702,9903,140908,130600
-8.440661,9643,140250,129685
-8.430608,10015,141627,130647
-8.420537,10092,141087,130232
-8.410485,9961,141279,130628
-8.400462,9948,140738,130470
-8.390402,9658,140331,129862
-8.380351,10024,140930,130797
-8.37031,9785,140501,130098
-8.360255,10205,141587,130903
-8.350271,9832,141095,129703
-8.340234,9994,140958,130728
-8.330195,10040,140880,130909
-8.32016,9716,141223,130406
-8.310103,10049,141019,130580
-8.299997,9911,141366,130468
-7.499933,10105,141904,130653
-7.489903,9996,142153,130737
-7.479918,9815,140780,130158
-7.469844,9910,140974,130827
-7.459823,9851,141288,130423
-7.449716,10092,141162,130380
-7.439715,9976,140918,130085
-7.429672,9920,141380,130607
-7.419566,10083,140820,131115
-7.409512,9973,141472,131478
-7.399433,9770,139876,130823
-7.389398,9800,140068,130343
-7.379414,9982,141341,131227
