X,Coincidences,Singles1,Singles2
-12.885019,488,70376,61861
-12.900096,482,70437,61561
-12.796269,553,70632,61839
-12.698341,475,71260,61799
-12.605965,475,70951,62306
-12.518575,475,71026,62273
-12.435851,508,70886,62108
-12.357337,505,70579,62048
-12.282687,498,70501,62387
-12.211724,527,71396,62399
-12.144077,491,70403,63046
-12.079226,505,71105,61896
-12.017677,471,70543,62402
-11.958258,549,71085,62114
-11.901844,516,70476,62116
-11.84725,477,70454,62191
-11.795213,513,70993,61804
-11.744875,496,70722,62620
-11.696492,439,70898,62033
-11.649929,528,71028,62068
-11.605068,470,70805,62508
-11.561643,469,71040,62232
-11.519629,500,71154,62305
-11.479262,546,70889,62089
-11.439861,524,71031,62179
-11.402071,544,71075,62478
-11.365276,511,70971,62131
-11.329458,543,70958,62668
-11.294853,490,70894,62169
-11.261165,546,71258,62030
-11.228383,506,71174,62859
-11.196543,487,70637,62552
-11.16538,540,71283,62896
-11.135292,513,71153,62115
-11.105731,496,71275,62622
-11.07702,511,71590,62866
-11.048956,458,71193,62197
-11.021569,556,71036,62753
-10.994813,563,71415,62157
-10.968577,516,71108,62297
-10.943061,523,70804,62344
-10.918022,534,71680,63282
-10.893468,523,70938,62611
-10.86951,532,71731,62730
-10.84587,560,71086,62698
-10.822749,536,70693,62493
-10.800153,493,71363,62475
-10.777867,535,70847,62311
-10.756114,476,71109,62287
-10.734548,546,70894,62459
-10.713591,510,71201,62558
-10.692717,550,71354,62889
-10.67241,500,71455,62681
-10.652281,478,71176,62454
-10.632498,501,71299,62690
-10.613077,477,71258,62436
-10.593948,467,71114,62253
-10.574972,510,71139,62705
-10.556306,473,71536,62581
-10.537928,475,71116,62446
-10.519881,448,71286,63097
-10.501834,454,71974,63512
-10.484117,509,71963,62868
-10.466619,521,71557,63159
-10.449391,516,71705,62913
-10.432236,488,71585,62525
-10.415363,521,71617,62643
-10.398651,530,72050,63245
-10.382096,531,71626,62681
-10.365657,555,71241,62504
-10.349487,586,71742,62920
-10.333307,558,71352,62766
-10.317467,552,71400,62524
-10.301593,603,71978,62820
-10.285911,641,71644,62832
-10.270484,557,71814,62535
-10.255033,620,71591,63115
-10.239642,582,71952,62547
-10.224551,657,71387,63059
-10.209376,565,71960,62822
-10.194298,602,71085,63102
-10.179501,578,71472,62981
-10.164656,560,71833,62913
-10.149936,570,71712,63152
-10.135221,531,71642,62967
-10.120646,497,71596,62959
-10.106071,479,71324,62790
-10.091607,487,71149,62867
-10.077208,404,71682,62990
-10.062802,389,71863,63160
-10.048492,371,71641,63218
-10.0342,331,71487,62942
-10.019973,321,71723,62881
-10.005743,278,71486,63047
-9.991642,257,71455,63417
-9.977378,220,71956,62816
-9.963394,189,71179,62863
-9.949309,165,71655,62740
-9.935154,152,71727,63177
-9.921065,128,71638,63269
-9.907082,112,71489,62708
-9.893002,98,71013,63042
-9.878963,88,71030,63029
-9.864785,91,71489,62497
-9.850697,87,71179,62130
-9.836688,100,70508,62613
-9.822543,75,70700,63092
-9.808449,97,71074,62669
-9.794206,113,71171,62584
-9.779957,131,71432,62504
-9.765772,154,71261,63014
-9.751463,175,71808,64025
-9.737166,180,71376,63015
-9.722855,205,71229,63404
-9.708378,232,71547,63013
-9.693951,263,72003,62710
-9.679408,318,71872,62606
-9.664762,349,71429,63336
-9.650129,314,71573,63364
-9.635407,389,71910,63022
-9.620548,466,71477,63025
-9.605576,446,71366,62979
-9.590628,445,71510,63219
-9.575571,516,71634,62662
-9.560277,522,71879,62781
-9.544922,549,71305,62632
-9.52948,573,71866,62723
-9.514029,573,71908,63341
-9.498278,608,71893,62866
-9.482537,586,71890,63200
-9.466568,598,72142,62812
-9.450509,658,71820,62947
-9.434286,607,72076,62613
-9.417894,594,71592,63047
-9.401341,620,71563,62987
-9.384538,579,71214,63156
-9.36765,546,71260,62922
-9.350687,584,71408,63416
-9.333347,589,71569,62804
-9.315863,578,71495,63232
-9.298106,584,72363,63307
-9.280271,532,71134,62659
-9.262012,515,71939,63163
-9.243681,508,71937,63045
-9.225045,481,71760,62785
-9.20612,455,71834,62977
-9.186932,533,72098,63497
-9.167474,504,71883,63454
-9.147702,480,71552,63296
-9.127608,476,71901,62943
-9.107154,482,71862,63103
-9.086492,498,71730,63183
-9.0654,467,72514,63118
-9.043894,481,71652,63436
-9.022069,507,71940,62825
-8.999982,539,71648,63061
-8.977195,546,71605,62727
-8.954127,580,72734,62867
-8.930431,590,71827,63769
-8.906539,561,71745,62516
-8.881942,565,71780,62932
-8.857071,541,72101,63157
-8.831333,568,71848,63259
-8.805295,527,71989,63067
-8.778488,544,72185,63411
-8.75108,523,71371,63121
-8.722919,565,71180,62363
-8.694217,524,71878,63125
-8.664742,567,72030,63367
-8.63447,485,72443,63199
-8.603488,556,71686,63327
-8.571673,524,72151,63463
-8.538838,491,72019,63395
-8.505235,544,71656,63044
-8.470367,515,71879,62883
-8.434842,504,71912,63342
