X,Coincidences,Singles1,Singles2
-12.099989,643,178050,168200
-12.100024,690,178555,167373
-12.030199,682,178564,167248
-11.96298,640,178687,167839
-11.898443,618,179401,167890
-11.836406,644,179749,167776
-11.776688,634,179689,167084
-11.719022,637,179121,167378
-11.663476,660,178216,166990
-11.609773,620,178717,166855
-11.558054,655,177828,166715
-11.507986,640,178726,167677
-11.459573,641,179492,167456
-11.41251,634,179392,167371
-11.367162,660,179360,168115
-11.323166,647,179859,167858
-11.280364,684,179340,168239
-11.23893,664,180604,169025
-11.198723,635,179318,168989
-11.159602,659,180103,167533
-11.121552,654,179062,168684
-11.084567,624,179408,168538
-11.048579,680,179245,167057
-11.013678,614,178844,167290
-10.979409,623,178132,167104
-10.946154,652,178437,167013
-10.913794,661,177866,167277
-10.882139,667,178153,167552
-10.851423,658,179898,168635
-10.821178,688,178863,167417
-10.791936,669,178173,166952
-10.763095,622,178333,166273
-10.734974,610,176776,164835
-10.707689,643,177344,166722
-10.680673,651,177194,166189
-10.654529,613,177065,166290
-10.628746,642,179040,167602
-10.603545,628,178791,165960
-10.578852,625,177881,166893
-10.554658,639,177467,166265
-10.531018,635,175541,164662
-10.507749,634,177614,166161
-10.485098,660,177665,166718
-10.462624,683,178561,166866
-10.440871,627,178306,167501
-10.419129,655,178189,167134
-10.39808,610,177554,165766
-10.377284,644,178590,167317
-10.35685,646,178616,167017
-10.336846,617,177894,167006
-10.31704,647,177513,166271
-10.297713,594,176525,165834
-10.278719,639,177503,166470
-10.259862,616,177871,166423
-10.241444,624,177893,166705
-10.223172,633,177619,166373
-10.205444,640,178096,166920
-10.187613,573,175873,165107
-10.170255,582,177210,165882
-10.153134,627,177731,166570
-10.13618,614,178130,166314
-10.119713,641,178370,167760
-10.1033,607,177980,166114
-10.087096,576,175862,165577
-10.071153,565,177408,166252
-10.055438,579,177348,166374
-10.0399,572,177404,165940
-10.024532,590,176950,166031
-10.009202,512,177220,165737
-9.9943,545,177352,166181
-9.979728,549,177885,166321
-9.965051,521,176976,165563
-9.950731,537,178269,166681
